,word,audio_complexity,position,sentence,start_time,end_time,set_manually,process,translation,word_occurrence,word_complexity,sentence_complexity,word_importance,sentence_group,speed,speech_volume,ambient_volume,occurrence,display
0,okay,0.474609375,1,Okay this is insane.,10.089999999999998,10.59,False,True,Okay,0.0,0.0,0.4461087580188469,0.994293212890625,1,0.4086460845500067,0.9017923474311828,0.130727286975208,0.0,False
1,this,0.0302734375,2,Okay this is insane.,11.01,11.01,False,True,das,0.0,0.0,0.4461087580188469,0.2265625,1,0.4086460845500067,0.9017923474311828,0.0,0.0,False
2,is,0.01318359375,3,Okay this is insane.,11.01,11.17,False,True,ist,0.0,0.0,0.4461087580188469,0.04638671875,1,0.4086460845500067,0.9017923474311828,0.0,0.0,False
3,insane,0.1181640625,4,Okay this is insane.,11.17,11.93,False,True,verrückt,0.0,0.4,0.4461087580188469,0.982666015625,1,0.4086460845500067,0.9017923474311828,0.0,0.0,False
4,we,0.47265625,1,We need more Compound V!,12.99,13.11,False,True,Wir,0.0,0.0,0.456649812608553,0.134765625,2,0.4219906856229005,1.0377298593521118,0.261489330946725,0.0,False
5,need,0.0009765625,2,We need more Compound V!,13.11,13.47,False,True,brauchen,0.0,0.2,0.456649812608553,0.29736328125,2,0.4219906856229005,1.0377298593521118,0.148484490062584,0.0,False
6,more,0.0283203125,3,We need more Compound V!,13.47,13.79,False,True,mehr,0.0,0.2,0.456649812608553,0.7613525390625,2,0.4219906856229005,1.0377298593521118,0.0,0.0,False
7,compound,0.0146484375,4,We need more Compound V!,13.79,14.33,False,True,Compound,0.0,0.4,0.456649812608553,0.9999720454216005,2,0.4219906856229005,1.0377298593521118,0.0,0.0,False
8,v,0.43017578125,5,We need more Compound V!,14.33,14.77,False,True,V,0.0,0.4,0.456649812608553,0.9999748468399048,2,0.4219906856229005,1.0377298593521118,0.0,0.0,False
9,absolutely,0.20947265625,1,Absolutely.,15.23,15.23,False,True,jeden Fall,0.0,0.4,0.2534637069744114,0.9999982714653016,3,0.1192029220221175,1.5407180786132812,0.0,0.0,False
10,we,0.48388671875,1,We need more Supes!,15.69,15.91,False,True,Wir,0.0714285714285714,0.0,0.4790692497557712,0.15869140625,4,0.4687906266262444,1.5770549774169922,0.0,1.0,False
11,need,0.0068359375,2,We need more Supes!,15.91,16.17,False,True,brauchen,0.0714285714285714,0.2,0.4790692497557712,0.2109375,4,0.4687906266262444,1.5770549774169922,0.0,1.0,False
12,more,0.02587890625,3,We need more Supes!,16.17,16.49,False,True,mehr,0.0714285714285714,0.2,0.4790692497557712,0.8223876953125,4,0.4687906266262444,1.5770549774169922,0.0,1.0,False
13,supes,1.0,4,We need more Supes!,,,False,True,Supes,0.0,0.0,0.4790692497557712,0.9999999972732212,4,0.4687906266262444,1.5770549774169922,0.0,0.0,False
14,more,1.0,1,More Supes!,16.75,16.75,False,True,mehr,0.1428571428571428,0.2,0.4128098094867685,0.9987201690673828,5,0.1192029220221175,1.670322299003601,0.0,2.0,False
15,supes,1.0,2,More Supes!,,,False,True,Supes,0.0714285714285714,0.0,0.4128098094867685,0.9999999254982868,5,0.1192029220221175,1.670322299003601,0.4918998532125397,1.0,False
